MA_CN,LOAI_TIEN,MA_TK,TEN_TK,LOAI_BT,DN_DAUKY,DC_DAUKY,SBT_NO,ST_GHINO,SBT_CO,ST_GHICO,DN_CUOIKY,DC_CUOIKY
"7808","USD","4     ","Các khoản phải trả","'C","0                      ","37.85                  ","0     ","0                      ","0     ","0                      ","0                      ","37.85                  "
"7808","USD","45    ","Các khoản phải trả cho bên ngoài","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","453   ","Thuế và các khoản phải nộp Nhà nước","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","4531  ","Thuế  giá trị gia tăng phải nộp","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","453101","Thuế  giá trị gia tăng phải nộp","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","454   ","Chuyển tiền phải trả ","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","4540  ","Chuyển tiền phải trả ","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","454001","Chuyển tiền phải trả ","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","47    ","Các  giao dịch ngoại hối","'B","0                      ","37.85                  ","0     ","0                      ","0     ","0                      ","0                      ","37.85                  "
"7808","USD","471   ","Mua bán ngoại tệ kinh doanh","'B","0                      ","37.85                  ","0     ","0                      ","0     ","0                      ","0                      ","37.85                  "
"7808","USD","4711  ","Mua bán ngoại tệ kinh doanh","'B","0                      ","37.85                  ","0     ","0                      ","0     ","0                      ","0                      ","37.85                  "
"7808","USD","471101","Mua bán ngoại tệ kinh doanh","'B","0                      ","37.85                  ","0     ","0                      ","0     ","0                      ","0                      ","37.85                  "
"7808","USD","5     ","Hoạt động thanh toán","'B","86                     ","48.15                  ","0     ","0                      ","0     ","0                      ","86                     ","48.15                  "
"7808","USD","51    ","Thanh  toán, chuyển tiền","'B","86                     ","48.15                  ","0     ","0                      ","0     ","0                      ","86                     ","48.15                  "
"7808","USD","519   ","Thanh toán khác giữa các đơn vị trong hệ thống Agri","'B","86                     ","48.15                  ","0     ","0                      ","0     ","0                      ","86                     ","48.15                  "
"7808","USD","5191  ","Điều chuyển vốn","'B","86                     ","0                      ","0     ","0                      ","0     ","0                      ","86                     ","0                      "
"7808","USD","519101","Điều chuyển vốn giữa Trụ sở chính với chi nhánh loạ","'B","86                     ","0                      ","0     ","0                      ","0     ","0                      ","86                     ","0                      "
"7808","USD","5192  ","Thu hộ, chi hộ","'B","0                      ","48.15                  ","0     ","0                      ","0     ","0                      ","0                      ","48.15                  "
"7808","USD","519209","Thu hộ, chi hộ khác","'B","0                      ","48.15                  ","0     ","0                      ","0     ","0                      ","0                      ","48.15                  "
"7808","USD","7     ","Thu nhập","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","71    ","Thu nhập phí từ hoạt động dịch vụ","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","711   ","Thu từ dịch vụ thanh toán","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","7110  ","Thu từ dịch vụ thanh toán","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","711034","Thu phí dịch vụ kiều hối, Western Union","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","74    ","Thu nhập từ hoạt động kinh doanh khác","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","749   ","Thu về hoạt động kinh doanh khác","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","7490  ","Thu về hoạt động kinh doanh khác","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","USD","749005","Thu điều tiết nội bộ từ các khoản Thu hộ phí dịch v","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","1     ","Vỗn khả dụng và các khoản đầu tư","'D","3177726000             ","0                      ","64    ","8369943969             ","82    ","5970986969             ","5576683000             ","0                      "
"7808","VND","10    ","Tiền mặt, chứng từ có giá trị ngoại tệ, KL quý, đá ","'D","3177726000             ","0                      ","64    ","8369943969             ","82    ","5970986969             ","5576683000             ","0                      "
"7808","VND","101   ","Tiền mặt bằng đồng Việt nam","'D","3177726000             ","0                      ","64    ","8369943969             ","82    ","5970986969             ","5576683000             ","0                      "
"7808","VND","1011  ","Tiền mặt tại đơn vị","'D","3177726000             ","0                      ","64    ","8369943969             ","82    ","5970986969             ","5576683000             ","0                      "
"7808","VND","101101","Tiền mặt đã kiểm đếm","'D","3177726000             ","0                      ","64    ","8369943969             ","82    ","5970986969             ","5576683000             ","0                      "
"7808","VND","1019  ","Tiền mặt đang vận chuyển","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","101901","Tiền mặt đang vận chuyển","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","2     ","Hoạt động tín dụng","'D","161525788133           ","0                      ","71    ","67071907               ","24    ","340603106              ","161252256934           ","0                      "
"7808","VND","21    ","Cho vay các tổ chức kinh tế, cá nhân trong nước","'D","161525788133           ","0                      ","71    ","67071907               ","24    ","340603106              ","161252256934           ","0                      "
"7808","VND","211   ","Cho vay ngắn hạn ","'D","9686960068             ","0                      ","71    ","67071907               ","19    ","151003106              ","9603028869             ","0                      "
"7808","VND","2111  ","Nợ trong hạn","'D","9686960068             ","0                      ","71    ","67071907               ","19    ","151003106              ","9603028869             ","0                      "
"7808","VND","211101","Nợ cho vay ngắn hạn","'D","1693000000             ","0                      ","0     ","0                      ","0     ","0                      ","1693000000             ","0                      "
"7808","VND","211104","Cho vay thẻ tín dụng nội địa","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","211108","Thấu chi tài khoản tiền gửi của khách hàng","'D","7993960068             ","0                      ","71    ","67071907               ","19    ","151003106              ","7910028869             ","0                      "
"7808","VND","212   ","Cho vay trung hạn","'D","132337328065           ","0                      ","0     ","0                      ","5     ","189600000              ","132147728065           ","0                      "
"7808","VND","2121  ","Nợ trong hạn","'D","132337328065           ","0                      ","0     ","0                      ","5     ","189600000              ","132147728065           ","0                      "
"7808","VND","212101","Nợ trong hạn","'D","132337328065           ","0                      ","0     ","0                      ","5     ","189600000              ","132147728065           ","0                      "
"7808","VND","213   ","Cho vay dài hạn","'D","19501500000            ","0                      ","0     ","0                      ","0     ","0                      ","19501500000            ","0                      "
"7808","VND","2131  ","Nợ trong hạn","'D","19501500000            ","0                      ","0     ","0                      ","0     ","0                      ","19501500000            ","0                      "
"7808","VND","213101","Nợ trong hạn","'D","19501500000            ","0                      ","0     ","0                      ","0     ","0                      ","19501500000            ","0                      "
"7808","VND","3     ","Tài sản cố định và tài sản Có khác","'D","5808355748             ","5297931919             ","777   ","5411395361             ","2     ","5000019330             ","6219731779             ","5297931919             "
"7808","VND","30    ","Tài sản cố định","'D","5804424698             ","5297931919             ","0     ","0                      ","0     ","0                      ","5804424698             ","5297931919             "
"7808","VND","301   ","Tài sản cố định hữu hình","'D","5804424698             ","0                      ","0     ","0                      ","0     ","0                      ","5804424698             ","0                      "
"7808","VND","3012  ","Nhà cửa, vật kiến trúc","'D","2176279871             ","0                      ","0     ","0                      ","0     ","0                      ","2176279871             ","0                      "
"7808","VND","301201","Nhà cửa, vật kiến trúc","'D","2176279871             ","0                      ","0     ","0                      ","0     ","0                      ","2176279871             ","0                      "
"7808","VND","3013  ","Máy móc, thiết bị","'D","723468321              ","0                      ","0     ","0                      ","0     ","0                      ","723468321              ","0                      "
"7808","VND","301301","Máy vi tính và thiết bị tin học","'D","48358535               ","0                      ","0     ","0                      ","0     ","0                      ","48358535               ","0                      "
"7808","VND","301309","Máy móc, thiết bị khác ","'D","675109786              ","0                      ","0     ","0                      ","0     ","0                      ","675109786              ","0                      "
"7808","VND","3014  ","Phương tiện vận tải, thiết bị truyền dẫn","'D","2084100000             ","0                      ","0     ","0                      ","0     ","0                      ","2084100000             ","0                      "
"7808","VND","301401","Phương tiện vận tải, thiết bị truyền dẫn","'D","2084100000             ","0                      ","0     ","0                      ","0     ","0                      ","2084100000             ","0                      "
"7808","VND","3015  ","Thiết bị, dụng cụ quản lý","'D","820576506              ","0                      ","0     ","0                      ","0     ","0                      ","820576506              ","0                      "
"7808","VND","301501","Thiết bị, dụng cụ quản lý","'D","820576506              ","0                      ","0     ","0                      ","0     ","0                      ","820576506              ","0                      "
"7808","VND","305   ","Hao mòn tài sản cố định","'C","0                      ","5297931919             ","0     ","0                      ","0     ","0                      ","0                      ","5297931919             "
"7808","VND","3051  ","Hao mòn tài sản cố định hữu hình","'C","0                      ","5297931919             ","0     ","0                      ","0     ","0                      ","0                      ","5297931919             "
"7808","VND","305101","Hao mòn tài sản cố định hữu hình","'C","0                      ","5297931919             ","0     ","0                      ","0     ","0                      ","0                      ","5297931919             "
"7808","VND","31    ","Tài sản khác","'D","1266378                ","0                      ","0     ","0                      ","1     ","19330                  ","1247048                ","0                      "
"7808","VND","311   ","Công cụ, dụng cụ","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","3110  ","Công cụ, dụng cụ","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","311001","Công cụ, dụng cụ","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","313   ","Vật liệu","'D","1266378                ","0                      ","0     ","0                      ","1     ","19330                  ","1247048                ","0                      "
"7808","VND","3130  ","Vật liệu","'D","1266378                ","0                      ","0     ","0                      ","1     ","19330                  ","1247048                ","0                      "
"7808","VND","313001","Giấy tờ in quan trọng","'D","1266378                ","0                      ","0     ","0                      ","1     ","19330                  ","1247048                ","0                      "
"7808","VND","313009","Vật liệu khác","'D","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","35    ","Các khoản phải thu bên ngoài","'D","2664672                ","0                      ","2     ","5000640000             ","1     ","5000000000             ","3304672                ","0                      "
"7808","VND","353   ","Thanh toán với Ngân sách Nhà nước","'D","1449672                ","0                      ","1     ","640000                 ","0     ","0                      ","2089672                ","0                      "
"7808","VND","3532  ","Thuế giá trị gia tăng đầu vào","'D","1449672                ","0                      ","1     ","640000                 ","0     ","0                      ","2089672                ","0                      "
"7808","VND","353201","Thuế giá trị gia tăng đầu vào","'D","1449672                ","0                      ","1     ","640000                 ","0     ","0                      ","2089672                ","0                      "
"7808","VND","359   ","Các khoản khác phải thu","'D","1215000                ","0                      ","1     ","5000000000             ","1     ","5000000000             ","1215000                ","0                      "
"7808","VND","3592  ","Phải thu khác","'D","1215000                ","0                      ","1     ","5000000000             ","1     ","5000000000             ","1215000                ","0                      "
"7808","VND","359209","Các khoản khác phải thu","'D","1215000                ","0                      ","1     ","5000000000             ","1     ","5000000000             ","1215000                ","0                      "
"7808","VND","38    ","Các tài sản Có khác","'D","0                      ","0                      ","8     ","95327471               ","0     ","0                      ","95327471               ","0                      "
"7808","VND","388   ","Chi phí chờ phân bổ","'D","0                      ","0                      ","8     ","95327471               ","0     ","0                      ","95327471               ","0                      "
"7808","VND","3880  ","Chi phí chờ phân bổ","'D","0                      ","0                      ","8     ","95327471               ","0     ","0                      ","95327471               ","0                      "
"7808","VND","388001","Chi phí chờ phân bổ","'D","0                      ","0                      ","8     ","95327471               ","0     ","0                      ","95327471               ","0                      "
"7808","VND","39    ","Lãi và phí phải thu","'D","0                      ","0                      ","767   ","315427890              ","0     ","0                      ","315427890              ","0                      "
"7808","VND","394   ","Lãi phải thu từ hoạt động tín dụng","'D","0                      ","0                      ","767   ","315427890              ","0     ","0                      ","315427890              ","0                      "
"7808","VND","3941  ","Lãi phải thu từ cho vay ","'D","0                      ","0                      ","767   ","315427890              ","0     ","0                      ","315427890              ","0                      "
"7808","VND","394101","Lãi phải thu từ cho vay ngắn hạn","'D","0                      ","0                      ","115   ","55554735               ","0     ","0                      ","55554735               ","0                      "
"7808","VND","394102","Lãi phải thu từ cho vay trung hạn","'D","0                      ","0                      ","622   ","189761867              ","0     ","0                      ","189761867              ","0                      "
"7808","VND","394103","Lãi phải thu từ cho vay dài hạn","'D","0                      ","0                      ","30    ","70111288               ","0     ","0                      ","70111288               ","0                      "
"7808","VND","4     ","Các khoản phải trả","'C","984496                 ","174106940360           ","2615  ","43076788632            ","6749  ","44491671842            ","987128                 ","175521826202           "
"7808","VND","40    ","Các khoản Nợ Chính phủ và Ngân hàng Nhà nước","'C","0                      ","0                      ","61    ","13226188420            ","12    ","13363764768            ","0                      ","137576348              "
"7808","VND","401   ","Tiền gửi của Kho bạc Nhà nước","'C","0                      ","0                      ","61    ","13226188420            ","12    ","13363764768            ","0                      ","137576348              "
"7808","VND","4010  ","Tiền gửi của Kho bạc Nhà nước","'C","0                      ","0                      ","61    ","13226188420            ","12    ","13363764768            ","0                      ","137576348              "
"7808","VND","401001","Tiền gửi của Kho bạc Nhà nước ","'C","0                      ","0                      ","61    ","13226188420            ","12    ","13363764768            ","0                      ","137576348              "
"7808","VND","41    ","Các khoản nợ các tổ chức tài chính, tổ chức tín dụn","'C","0                      ","272475239              ","8     ","31768310               ","1     ","87900                  ","0                      ","240794829              "
"7808","VND","411   ","Tiền gửi của các TCTD trong nước ","'C","0                      ","272475239              ","8     ","31768310               ","1     ","87900                  ","0                      ","240794829              "
"7808","VND","4111  ","Tiền gửi không kỳ hạn","'C","0                      ","272475239              ","8     ","31768310               ","1     ","87900                  ","0                      ","240794829              "
"7808","VND","411101","Tiền gửi không kỳ hạn","'C","0                      ","272475239              ","8     ","31768310               ","1     ","87900                  ","0                      ","240794829              "
"7808","VND","42    ","Tiền gửi của khách hàng","'C","0                      ","169822256157           ","2388  ","13774710402            ","5349  ","17567543840            ","0                      ","173615089595           "
"7808","VND","421   ","Tiền gửi của khách hàng trong nước ","'C","0                      ","87760374847            ","2384  ","13026995402            ","5341  ","16763843840            ","0                      ","91497223285            "
"7808","VND","4211  ","Tiền gửi không kỳ hạn","'C","0                      ","64852136908            ","2378  ","12852896802            ","5335  ","16631620740            ","0                      ","68630860846            "
"7808","VND","421101","Tiền gửi không kỳ hạn","'C","0                      ","64852136908            ","2378  ","12852896802            ","5335  ","16631620740            ","0                      ","68630860846            "
"7808","VND","4212  ","Tiền gửi có kỳ hạn","'C","0                      ","22908237939            ","6     ","174098600              ","6     ","132223100              ","0                      ","22866362439            "
"7808","VND","421201","Tiền gửi có kỳ hạn dưới 12 tháng","'C","0                      ","11059999807            ","6     ","174098600              ","6     ","132223100              ","0                      ","11018124307            "
"7808","VND","421202","Tiền gửi có kỳ hạn từ 12 tháng đến dưới 24 tháng","'C","0                      ","11625238132            ","0     ","0                      ","0     ","0                      ","0                      ","11625238132            "
"7808","VND","421203","Tiền gửi có kỳ hạn từ 24 tháng trở lên","'C","0                      ","223000000              ","0     ","0                      ","0     ","0                      ","0                      ","223000000              "
"7808","VND","423   ","Tiền gửi tiết kiệm","'C","0                      ","79935065417            ","4     ","747715000              ","8     ","803700000              ","0                      ","79991050417            "
"7808","VND","4232  ","Tiền gửi tiết kiệm có kỳ hạn","'C","0                      ","77805970418            ","3     ","680000000              ","6     ","783000000              ","0                      ","77908970418            "
"7808","VND","423201","Tiền gửi tiết kiệm có kỳ hạn dưới 12 tháng","'C","0                      ","27530115718            ","2     ","580000000              ","2     ","560000000              ","0                      ","27510115718            "
"7808","VND","423202","Tiền gửi tiết kiệm có kỳ hạn từ 12 tháng đến dưới 2","'C","0                      ","50275854700            ","1     ","100000000              ","4     ","223000000              ","0                      ","50398854700            "
"7808","VND","423203","Tiền gửi tiết kiệm có kỳ hạn từ 24 tháng trở lên","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","4238  ","Tiền gửi tiết kiệm khác","'C","0                      ","2129094999             ","1     ","67715000               ","2     ","20700000               ","0                      ","2082079999             "
"7808","VND","423804","Tiết kiệm gửi góp từ 12 tháng đến dưới 24 tháng","'C","0                      ","2118094999             ","1     ","67715000               ","2     ","20700000               ","0                      ","2071079999             "
"7808","VND","423805","Tiết kiệm gửi góp từ 24 tháng trở lên","'C","0                      ","11000000               ","0     ","0                      ","0     ","0                      ","0                      ","11000000               "
"7808","VND","427   ","Tiền ký quỹ ","'C","0                      ","2126815893             ","0     ","0                      ","0     ","0                      ","0                      ","2126815893             "
"7808","VND","4274  ","Ký quỹ bảo lãnh","'C","0                      ","2126815893             ","0     ","0                      ","0     ","0                      ","0                      ","2126815893             "
"7808","VND","427401","Ký quỹ bảo lãnh","'C","0                      ","2126815893             ","0     ","0                      ","0     ","0                      ","0                      ","2126815893             "
"7808","VND","45    ","Các khoản phải trả cho bên ngoài","'C","0                      ","3938320964             ","157   ","16044118868            ","225   ","12152177856            ","0                      ","46379952               "
"7808","VND","453   ","Thuế và các khoản phải nộp Nhà nước","'C","0                      ","13854205               ","89    ","561367                 ","180   ","795114                 ","0                      ","14087952               "
"7808","VND","4531  ","Thuế  giá trị gia tăng phải nộp","'C","0                      ","11576784               ","89    ","561367                 ","180   ","795114                 ","0                      ","11810531               "
"7808","VND","453101","Thuế  giá trị gia tăng phải nộp","'C","0                      ","11576784               ","89    ","561367                 ","180   ","795114                 ","0                      ","11810531               "
"7808","VND","4538  ","Các loại thuế khác","'C","0                      ","2277421                ","0     ","0                      ","0     ","0                      ","0                      ","2277421                "
"7808","VND","453801","Các loại thuế khác","'C","0                      ","2277421                ","0     ","0                      ","0     ","0                      ","0                      ","2277421                "
"7808","VND","4539  ","Các khoản phải nộp khác","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","453999","Nộp thuế điện tử","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
"7808","VND","454   ","Chuyển tiền phải trả ","'C","0                      ","1944300500             ","19    ","4546251600             ","10    ","2634243100             ","0                      ","32292000               "
"7808","VND","4540  ","Chuyển tiền phải trả ","'C","0                      ","1944300500             ","19    ","4546251600             ","10    ","2634243100             ","0                      ","32292000               "
"7808","VND","454001","Chuyển tiền phải trả ","'C","0                      ","1944300500             ","19    ","4546251600             ","10    ","2634243100             ","0                      ","32292000               "
"7808","VND","459   ","Các khoản chờ thanh toán khác","'C","0                      ","1980166259             ","49    ","11497305901            ","35    ","9517139642             ","0                      ","0                      "
"7808","VND","4599  ","Các khoản chờ thanh toán khác","'C","0                      ","1980166259             ","49    ","11497305901            ","35    ","9517139642             ","0                      ","0                      "
"7808","VND","459901","Các khoản chờ thanh toán khác","'C","0                      ","1980166259             ","49    ","11497305901            ","35    ","9517139642             ","0                      ","0                      "
"7808","VND","459907","Các khoản phải trả về thu NSNN với KBNN","'C","0                      ","0                      ","0     ","0                      ","0     ","0                      ","0                      ","0                      "
